"country","year","cowcode","western","lbritcoli","lnewci","lethnici","lmoslemi","lproti","lreligioni","oil","lpolity2","llngdppc","lgrowth","lworld_polity","lage","polity2_norm","lpolity2_norm","dec90","dec2000","pr","federalism","lb_dum","cses_dum","ab_dum","lgvf","lgvp","lpvf","lpvp","war","v2peapssoc","v2x_polyarchy","reversed_v2peapssoc","bgi","lagged_v2x_polyarchy"
"Spain",2000,230,1,0,0,27,0,0.400000005960464,3,0,10,10.2865915298462,3.9480082988739,2.71250009536743,21,1,1,0,1,1,1,0,1,0,0.13392661511898,0.204696401953697,0.192176625132561,0.178501650691032,0,1.771,0.89,-1.324,0.260411828456417,0.891
"Spain",2001,230,1,0,0,27,0,0.400000005960464,3,0,10,10.3297281265259,4.40796661376953,2.95624995231628,22,1,1,0,1,1,1,0,1,0,0.135626792907715,0.207274407148361,0.191978096961975,0.17554959654808,0,1.771,0.889,-1.324,0.260411828456417,0.89
"Spain",2002,230,1,0,0,27,0,0.400000005960464,3,0,10,10.3567943572998,2.74358415603638,3.16352200508118,23,1,1,0,1,1,1,1,0,0,0.139627993106842,0.211756765842438,0.189331069588661,0.171819657087326,0,1.771,0.889,-1.324,0.260411828456417,0.889
"Spain",2003,230,1,0,0,27,0,0.400000005960464,3,0,10,10.3687448501587,1.20226883888245,3.27500009536743,24,1,1,0,1,1,1,1,0,0,0.143629193305969,0.216239139437675,0.186684027314186,0.168089732527733,0,1.771,0.871,-1.324,0.260411828456417,0.889
"Spain",2004,230,1,0,0,27,0,0.400000005960464,3,0,10,10.3820381164551,1.3382396697998,3.30379748344421,25,1,1,0,1,1,1,0,1,0,0.147630393505096,0.220721498131752,0.184036999940872,0.164359793066978,0,1.771,0.873,-1.324,0.260411828456417,0.871
"Spain",2005,230,1,0,0,27,0,0.400000005960464,3,0,10,10.395959854126,1.40191256999969,3.43396234512329,26,1,1,0,1,1,1,0,1,0,0.132903605699539,0.194353803992271,0.176730096340179,0.182586193084717,0,1.771,0.876,-1.324,0.260411828456417,0.873
"Spain",2006,230,1,0,0,27,0,0.400000005960464,3,0,10,10.4156217575073,1.98557543754578,3.67499995231628,27,1,1,0,1,1,1,1,0,0,0.127839058637619,0.189631000161171,0.181082457304001,0.187008500099182,0,1.771,0.872,-1.324,0.260411828456417,0.876
"Spain",2007,230,1,0,0,27,0,0.400000005960464,3,0,10,10.4396114349365,2.42800498008728,3.75925922393799,28,1,1,0,1,1,1,1,0,0,0.122774496674538,0.18490819633007,0.185434803366661,0.191430807113647,0,1.771,0.873,-1.324,0.260411828456417,0.872
"Spain",2008,230,1,0,0,27,0,0.400000005960464,3,0,10,10.4580965042114,1.86571788787842,3.72670817375183,29,1,1,0,1,1,1,0,1,0,0.131729796528816,0.200196102261543,0.0771981999278069,0.133090704679489,0,1.771,0.886,-1.324,0.260411828456417,0.873
"Spain",2009,230,1,0,0,27,0,0.400000005960464,3,0,10,10.4532413482666,-0.484360903501511,3.83950614929199,30,1,1,0,1,1,1,1,0,0,0.13232010602951,0.197387397289276,0.178328692913055,0.206197500228882,0,1.771,0.889,-1.324,0.260411828456417,0.886
